rating,gram_status,subject,item
3,1,A,OK_302
6,1,B,OK_302
6,1,C,OK_302
7,1,D,OK_302
4,1,E,OK_302
4,1,F,OK_302
5,1,G,OK_302
4,1,H,OK_302
5,1,I,OK_302
5,1,J,OK_302
5,1,K,OK_302
6,1,L,OK_302
4,1,M,OK_302
6,1,N,OK_302
6,1,O,OK_302
7,1,P,OK_302
4,1,Q,OK_302
3,1,R,OK_302
6,1,S,OK_302
6,1,T,OK_302
6,1,U,OK_302
4,1,V,OK_302
7,1,W,OK_302
5,1,X,OK_302
5,1,Y,OK_302
5,1,Z,OK_302
5,1,AA,OK_302
7,1,AB,OK_302
4,1,AC,OK_302
4,1,AD,OK_302
3,1,AE,OK_302
7,1,AF,OK_302
5,1,AG,OK_302
6,1,AH,OK_302
7,1,AI,OK_302
4,1,AJ,OK_302
7,1,AK,OK_302
5,1,AL,OK_302
7,1,AM,OK_302
7,1,AN,OK_302
6,1,AO,OK_302
7,1,AP,OK_302
6,1,AQ,OK_302
7,1,AR,OK_302
5,1,AS,OK_302
3,1,AT,OK_302
5,1,AU,OK_302
3,1,AV,OK_302
4,1,AW,OK_302
7,1,AX,OK_302
7,1,AY,OK_302
5,1,AZ,OK_302
3,1,BA,OK_302
3,1,BB,OK_302
2,1,BC,OK_302
3,1,BD,OK_302
7,1,BE,OK_302
3,1,BF,OK_302
6,1,BG,OK_302
4,1,BH,OK_302
4,1,BI,OK_302
6,1,BJ,OK_302
4,1,BK,OK_302
2,1,BL,OK_302
4,1,BM,OK_302
7,1,BN,OK_302
6,1,BO,OK_302
5,1,BP,OK_302
3,1,BQ,OK_302
4,1,BR,OK_302
6,1,BS,OK_302
5,1,BT,OK_302
6,1,BU,OK_302
6,1,BV,OK_302
6,1,BW,OK_302
3,1,BX,OK_302
4,1,BY,OK_302
3,1,BZ,OK_302
4,1,CA,OK_302
4,1,CB,OK_302
3,1,CC,OK_302
5,1,CD,OK_302
7,1,CE,OK_302
7,1,CF,OK_302
1,1,CG,OK_302
6,1,CH,OK_302
5,1,CI,OK_302
3,1,CJ,OK_302
6,1,CK,OK_302
5,1,CL,OK_302
6,1,CM,OK_302
1,1,CN,OK_302
6,1,CO,OK_302
6,1,CP,OK_302
4,1,CQ,OK_302
6,1,CR,OK_302
4,1,CS,OK_302
6,1,CT,OK_302
6,1,CU,OK_302
4,1,CV,OK_302
5,1,CW,OK_302
6,1,CX,OK_302
2,1,CY,OK_302
4,1,CZ,OK_302
6,1,DA,OK_302
6,1,DB,OK_302
5,1,DC,OK_302
6,1,DD,OK_302
4,1,DE,OK_302
5,1,DF,OK_302
5,1,DG,OK_302
6,1,A,OK_303
7,1,B,OK_303
7,1,C,OK_303
7,1,D,OK_303
6,1,E,OK_303
7,1,F,OK_303
7,1,G,OK_303
5,1,H,OK_303
7,1,I,OK_303
7,1,J,OK_303
6,1,K,OK_303
7,1,L,OK_303
7,1,M,OK_303
7,1,N,OK_303
7,1,O,OK_303
7,1,P,OK_303
7,1,Q,OK_303
5,1,R,OK_303
7,1,S,OK_303
7,1,T,OK_303
6,1,U,OK_303
7,1,V,OK_303
6,1,W,OK_303
7,1,X,OK_303
7,1,Y,OK_303
7,1,Z,OK_303
7,1,AA,OK_303
7,1,AB,OK_303
6,1,AC,OK_303
7,1,AD,OK_303
6,1,AE,OK_303
7,1,AF,OK_303
3,1,AG,OK_303
6,1,AH,OK_303
5,1,AI,OK_303
6,1,AJ,OK_303
7,1,AK,OK_303
6,1,AL,OK_303
7,1,AM,OK_303
7,1,AN,OK_303
7,1,AO,OK_303
7,1,AP,OK_303
7,1,AQ,OK_303
7,1,AR,OK_303
6,1,AS,OK_303
7,1,AT,OK_303
7,1,AU,OK_303
7,1,AV,OK_303
5,1,AW,OK_303
7,1,AX,OK_303
7,1,AY,OK_303
7,1,AZ,OK_303
5,1,BA,OK_303
7,1,BB,OK_303
4,1,BC,OK_303
7,1,BD,OK_303
7,1,BE,OK_303
6,1,BF,OK_303
7,1,BG,OK_303
5,1,BH,OK_303
7,1,BI,OK_303
7,1,BJ,OK_303
6,1,BK,OK_303
7,1,BL,OK_303
7,1,BM,OK_303
7,1,BN,OK_303
5,1,BO,OK_303
7,1,BP,OK_303
4,1,BQ,OK_303
7,1,BR,OK_303
7,1,BS,OK_303
6,1,BT,OK_303
7,1,BU,OK_303
7,1,BV,OK_303
7,1,BW,OK_303
4,1,BX,OK_303
7,1,BY,OK_303
7,1,BZ,OK_303
7,1,CA,OK_303
7,1,CB,OK_303
7,1,CC,OK_303
7,1,CD,OK_303
7,1,CE,OK_303
7,1,CF,OK_303
7,1,CG,OK_303
7,1,CH,OK_303
7,1,CI,OK_303
6,1,CJ,OK_303
3,1,CK,OK_303
7,1,CL,OK_303
7,1,CM,OK_303
7,1,CN,OK_303
7,1,CO,OK_303
7,1,CP,OK_303
7,1,CQ,OK_303
7,1,CR,OK_303
6,1,CS,OK_303
7,1,CT,OK_303
6,1,CU,OK_303
7,1,CV,OK_303
6,1,CW,OK_303
7,1,CX,OK_303
7,1,CY,OK_303
6,1,CZ,OK_303
7,1,DA,OK_303
7,1,DB,OK_303
7,1,DC,OK_303
7,1,DD,OK_303
6,1,DE,OK_303
7,1,DF,OK_303
7,1,DG,OK_303
7,1,A,OK_304
4,1,B,OK_304
7,1,C,OK_304
7,1,D,OK_304
2,1,E,OK_304
6,1,F,OK_304
7,1,G,OK_304
4,1,H,OK_304
7,1,I,OK_304
6,1,J,OK_304
4,1,K,OK_304
7,1,L,OK_304
7,1,M,OK_304
7,1,N,OK_304
5,1,O,OK_304
7,1,P,OK_304
6,1,Q,OK_304
3,1,R,OK_304
7,1,S,OK_304
7,1,T,OK_304
7,1,U,OK_304
6,1,V,OK_304
5,1,W,OK_304
6,1,X,OK_304
7,1,Y,OK_304
6,1,Z,OK_304
5,1,AA,OK_304
6,1,AB,OK_304
6,1,AC,OK_304
6,1,AD,OK_304
5,1,AE,OK_304
7,1,AF,OK_304
5,1,AG,OK_304
7,1,AH,OK_304
7,1,AI,OK_304
3,1,AJ,OK_304
4,1,AK,OK_304
6,1,AL,OK_304
7,1,AM,OK_304
7,1,AN,OK_304
7,1,AO,OK_304
7,1,AP,OK_304
3,1,AQ,OK_304
7,1,AR,OK_304
6,1,AS,OK_304
7,1,AT,OK_304
6,1,AU,OK_304
7,1,AV,OK_304
6,1,AW,OK_304
7,1,AX,OK_304
7,1,AY,OK_304
7,1,AZ,OK_304
4,1,BA,OK_304
7,1,BB,OK_304
7,1,BC,OK_304
6,1,BD,OK_304
7,1,BE,OK_304
7,1,BF,OK_304
7,1,BG,OK_304
5,1,BH,OK_304
5,1,BI,OK_304
4,1,BJ,OK_304
4,1,BK,OK_304
4,1,BL,OK_304
7,1,BM,OK_304
7,1,BN,OK_304
6,1,BO,OK_304
7,1,BP,OK_304
4,1,BQ,OK_304
5,1,BR,OK_304
5,1,BS,OK_304
6,1,BT,OK_304
7,1,BU,OK_304
6,1,BV,OK_304
7,1,BW,OK_304
6,1,BX,OK_304
6,1,BY,OK_304
7,1,BZ,OK_304
5,1,CA,OK_304
5,1,CB,OK_304
7,1,CC,OK_304
7,1,CD,OK_304
1,1,CE,OK_304
7,1,CF,OK_304
7,1,CG,OK_304
7,1,CH,OK_304
6,1,CI,OK_304
5,1,CJ,OK_304
3,1,CK,OK_304
7,1,CL,OK_304
7,1,CM,OK_304
2,1,CN,OK_304
6,1,CO,OK_304
7,1,CP,OK_304
7,1,CQ,OK_304
6,1,CR,OK_304
7,1,CS,OK_304
1,1,CT,OK_304
5,1,CU,OK_304
4,1,CV,OK_304
7,1,CW,OK_304
7,1,CX,OK_304
5,1,CY,OK_304
4,1,CZ,OK_304
7,1,DA,OK_304
7,1,DB,OK_304
7,1,DC,OK_304
7,1,DD,OK_304
7,1,DE,OK_304
5,1,DF,OK_304
7,1,DG,OK_304
1,1,A,OK_305
2,1,B,OK_305
4,1,C,OK_305
7,1,D,OK_305
3,1,E,OK_305
2,1,F,OK_305
5,1,G,OK_305
3,1,H,OK_305
3,1,I,OK_305
2,1,J,OK_305
2,1,K,OK_305
3,1,L,OK_305
5,1,M,OK_305
4,1,N,OK_305
4,1,O,OK_305
5,1,P,OK_305
5,1,Q,OK_305
2,1,R,OK_305
5,1,S,OK_305
3,1,T,OK_305
6,1,U,OK_305
1,1,V,OK_305
2,1,W,OK_305
2,1,X,OK_305
4,1,Y,OK_305
2,1,Z,OK_305
4,1,AA,OK_305
5,1,AB,OK_305
3,1,AC,OK_305
4,1,AD,OK_305
3,1,AE,OK_305
2,1,AF,OK_305
3,1,AG,OK_305
5,1,AH,OK_305
1,1,AI,OK_305
3,1,AJ,OK_305
7,1,AK,OK_305
5,1,AL,OK_305
6,1,AM,OK_305
1,1,AN,OK_305
3,1,AO,OK_305
5,1,AP,OK_305
1,1,AQ,OK_305
1,1,AR,OK_305
5,1,AS,OK_305
2,1,AT,OK_305
5,1,AU,OK_305
5,1,AV,OK_305
3,1,AW,OK_305
5,1,AX,OK_305
1,1,AY,OK_305
5,1,AZ,OK_305
2,1,BA,OK_305
4,1,BB,OK_305
4,1,BC,OK_305
3,1,BD,OK_305
3,1,BE,OK_305
3,1,BF,OK_305
1,1,BG,OK_305
3,1,BH,OK_305
3,1,BI,OK_305
2,1,BJ,OK_305
5,1,BK,OK_305
3,1,BL,OK_305
4,1,BM,OK_305
4,1,BN,OK_305
4,1,BO,OK_305
3,1,BP,OK_305
3,1,BQ,OK_305
5,1,BR,OK_305
2,1,BS,OK_305
4,1,BT,OK_305
1,1,BU,OK_305
2,1,BV,OK_305
3,1,BW,OK_305
6,1,BX,OK_305
3,1,BY,OK_305
5,1,BZ,OK_305
4,1,CA,OK_305
4,1,CB,OK_305
2,1,CC,OK_305
1,1,CD,OK_305
1,1,CE,OK_305
4,1,CF,OK_305
1,1,CG,OK_305
2,1,CH,OK_305
5,1,CI,OK_305
4,1,CJ,OK_305
3,1,CK,OK_305
2,1,CL,OK_305
2,1,CM,OK_305
1,1,CN,OK_305
5,1,CO,OK_305
5,1,CP,OK_305
4,1,CQ,OK_305
7,1,CR,OK_305
3,1,CS,OK_305
2,1,CT,OK_305
2,1,CU,OK_305
3,1,CV,OK_305
3,1,CW,OK_305
4,1,CX,OK_305
1,1,CY,OK_305
1,1,CZ,OK_305
7,1,DA,OK_305
2,1,DB,OK_305
4,1,DC,OK_305
7,1,DD,OK_305
3,1,DE,OK_305
3,1,DF,OK_305
3,1,DG,OK_305
7,1,A,OK_306
7,1,B,OK_306
7,1,C,OK_306
7,1,D,OK_306
7,1,E,OK_306
7,1,F,OK_306
1,1,G,OK_306
7,1,H,OK_306
7,1,I,OK_306
7,1,J,OK_306
7,1,K,OK_306
6,1,L,OK_306
7,1,M,OK_306
7,1,N,OK_306
7,1,O,OK_306
7,1,P,OK_306
7,1,Q,OK_306
7,1,R,OK_306
6,1,S,OK_306
7,1,T,OK_306
7,1,U,OK_306
6,1,V,OK_306
7,1,W,OK_306
7,1,X,OK_306
2,1,Y,OK_306
5,1,Z,OK_306
7,1,AA,OK_306
7,1,AB,OK_306
7,1,AC,OK_306
7,1,AD,OK_306
6,1,AE,OK_306
7,1,AF,OK_306
7,1,AG,OK_306
7,1,AH,OK_306
1,1,AI,OK_306
7,1,AJ,OK_306
6,1,AK,OK_306
7,1,AL,OK_306
7,1,AM,OK_306
7,1,AN,OK_306
6,1,AO,OK_306
7,1,AP,OK_306
7,1,AQ,OK_306
7,1,AR,OK_306
7,1,AS,OK_306
7,1,AT,OK_306
7,1,AU,OK_306
6,1,AV,OK_306
4,1,AW,OK_306
7,1,AX,OK_306
7,1,AY,OK_306
7,1,AZ,OK_306
7,1,BA,OK_306
7,1,BB,OK_306
7,1,BC,OK_306
7,1,BD,OK_306
7,1,BE,OK_306
7,1,BF,OK_306
7,1,BG,OK_306
6,1,BH,OK_306
5,1,BI,OK_306
5,1,BJ,OK_306
6,1,BK,OK_306
7,1,BL,OK_306
7,1,BM,OK_306
7,1,BN,OK_306
7,1,BO,OK_306
7,1,BP,OK_306
7,1,BQ,OK_306
6,1,BR,OK_306
7,1,BS,OK_306
6,1,BT,OK_306
7,1,BU,OK_306
7,1,BV,OK_306
7,1,BW,OK_306
4,1,BX,OK_306
7,1,BY,OK_306
7,1,BZ,OK_306
7,1,CA,OK_306
7,1,CB,OK_306
7,1,CC,OK_306
7,1,CD,OK_306
7,1,CE,OK_306
7,1,CF,OK_306
7,1,CG,OK_306
7,1,CH,OK_306
7,1,CI,OK_306
3,1,CJ,OK_306
6,1,CK,OK_306
7,1,CL,OK_306
7,1,CM,OK_306
1,1,CN,OK_306
4,1,CO,OK_306
7,1,CP,OK_306
7,1,CQ,OK_306
7,1,CR,OK_306
7,1,CS,OK_306
7,1,CT,OK_306
7,1,CU,OK_306
7,1,CV,OK_306
7,1,CW,OK_306
7,1,CX,OK_306
6,1,CY,OK_306
7,1,CZ,OK_306
4,1,DA,OK_306
7,1,DB,OK_306
7,1,DC,OK_306
7,1,DD,OK_306
7,1,DE,OK_306
7,1,DF,OK_306
7,1,DG,OK_306
3,1,A,OK_307
5,1,B,OK_307
6,1,C,OK_307
5,1,D,OK_307
5,1,E,OK_307
4,1,F,OK_307
6,1,G,OK_307
3,1,H,OK_307
6,1,I,OK_307
7,1,J,OK_307
4,1,K,OK_307
2,1,L,OK_307
6,1,M,OK_307
7,1,N,OK_307
7,1,O,OK_307
7,1,P,OK_307
7,1,Q,OK_307
2,1,R,OK_307
6,1,S,OK_307
6,1,T,OK_307
7,1,U,OK_307
6,1,V,OK_307
5,1,W,OK_307
6,1,X,OK_307
4,1,Y,OK_307
6,1,Z,OK_307
5,1,AA,OK_307
7,1,AB,OK_307
7,1,AC,OK_307
6,1,AD,OK_307
5,1,AE,OK_307
7,1,AF,OK_307
5,1,AG,OK_307
5,1,AH,OK_307
7,1,AI,OK_307
6,1,AJ,OK_307
7,1,AK,OK_307
6,1,AL,OK_307
7,1,AM,OK_307
7,1,AN,OK_307
7,1,AO,OK_307
6,1,AP,OK_307
2,1,AQ,OK_307
6,1,AR,OK_307
5,1,AS,OK_307
6,1,AT,OK_307
4,1,AU,OK_307
7,1,AV,OK_307
6,1,AW,OK_307
7,1,AX,OK_307
7,1,AY,OK_307
6,1,AZ,OK_307
5,1,BA,OK_307
5,1,BB,OK_307
4,1,BC,OK_307
6,1,BD,OK_307
6,1,BE,OK_307
6,1,BF,OK_307
5,1,BG,OK_307
6,1,BH,OK_307
5,1,BI,OK_307
5,1,BJ,OK_307
6,1,BK,OK_307
7,1,BL,OK_307
7,1,BM,OK_307
7,1,BN,OK_307
6,1,BO,OK_307
7,1,BP,OK_307
6,1,BQ,OK_307
5,1,BR,OK_307
6,1,BS,OK_307
5,1,BT,OK_307
7,1,BU,OK_307
6,1,BV,OK_307
5,1,BW,OK_307
6,1,BX,OK_307
5,1,BY,OK_307
7,1,BZ,OK_307
5,1,CA,OK_307
7,1,CB,OK_307
6,1,CC,OK_307
7,1,CD,OK_307
6,1,CE,OK_307
7,1,CF,OK_307
6,1,CG,OK_307
4,1,CH,OK_307
4,1,CI,OK_307
5,1,CJ,OK_307
4,1,CK,OK_307
6,1,CL,OK_307
6,1,CM,OK_307
1,1,CN,OK_307
5,1,CO,OK_307
4,1,CP,OK_307
7,1,CQ,OK_307
7,1,CR,OK_307
5,1,CS,OK_307
6,1,CT,OK_307
3,1,CU,OK_307
5,1,CV,OK_307
6,1,CW,OK_307
7,1,CX,OK_307
6,1,CY,OK_307
4,1,CZ,OK_307
5,1,DA,OK_307
7,1,DB,OK_307
5,1,DC,OK_307
5,1,DD,OK_307
5,1,DE,OK_307
2,1,DF,OK_307
5,1,DG,OK_307
3,1,A,OK_308
6,1,B,OK_308
7,1,C,OK_308
7,1,D,OK_308
5,1,E,OK_308
6,1,F,OK_308
6,1,G,OK_308
5,1,H,OK_308
6,1,I,OK_308
6,1,J,OK_308
6,1,K,OK_308
3,1,L,OK_308
7,1,M,OK_308
5,1,N,OK_308
6,1,O,OK_308
7,1,P,OK_308
6,1,Q,OK_308
4,1,R,OK_308
7,1,S,OK_308
7,1,T,OK_308
6,1,U,OK_308
5,1,V,OK_308
5,1,W,OK_308
4,1,X,OK_308
7,1,Y,OK_308
6,1,Z,OK_308
7,1,AA,OK_308
7,1,AB,OK_308
4,1,AC,OK_308
6,1,AD,OK_308
3,1,AE,OK_308
7,1,AF,OK_308
4,1,AG,OK_308
6,1,AH,OK_308
6,1,AI,OK_308
5,1,AJ,OK_308
5,1,AK,OK_308
6,1,AL,OK_308
7,1,AM,OK_308
7,1,AN,OK_308
7,1,AO,OK_308
7,1,AP,OK_308
6,1,AQ,OK_308
6,1,AR,OK_308
7,1,AS,OK_308
3,1,AT,OK_308
6,1,AU,OK_308
6,1,AV,OK_308
5,1,AW,OK_308
6,1,AX,OK_308
6,1,AY,OK_308
5,1,AZ,OK_308
5,1,BA,OK_308
4,1,BB,OK_308
7,1,BC,OK_308
5,1,BD,OK_308
7,1,BE,OK_308
7,1,BF,OK_308
6,1,BG,OK_308
2,1,BH,OK_308
6,1,BI,OK_308
6,1,BJ,OK_308
2,1,BK,OK_308
7,1,BL,OK_308
5,1,BM,OK_308
6,1,BN,OK_308
5,1,BO,OK_308
1,1,BP,OK_308
6,1,BQ,OK_308
5,1,BR,OK_308
7,1,BS,OK_308
5,1,BT,OK_308
6,1,BU,OK_308
7,1,BV,OK_308
7,1,BW,OK_308
5,1,BX,OK_308
7,1,BY,OK_308
6,1,BZ,OK_308
5,1,CA,OK_308
7,1,CB,OK_308
6,1,CC,OK_308
7,1,CD,OK_308
7,1,CE,OK_308
7,1,CF,OK_308
7,1,CG,OK_308
6,1,CH,OK_308
7,1,CI,OK_308
5,1,CJ,OK_308
5,1,CK,OK_308
5,1,CL,OK_308
7,1,CM,OK_308
5,1,CN,OK_308
6,1,CO,OK_308
7,1,CP,OK_308
7,1,CQ,OK_308
6,1,CR,OK_308
6,1,CS,OK_308
5,1,CT,OK_308
5,1,CU,OK_308
6,1,CV,OK_308
5,1,CW,OK_308
7,1,CX,OK_308
4,1,CY,OK_308
5,1,CZ,OK_308
7,1,DA,OK_308
5,1,DB,OK_308
5,1,DC,OK_308
6,1,DD,OK_308
2,1,DE,OK_308
7,1,DF,OK_308
5,1,DG,OK_308
6,1,A,OK_309
7,1,B,OK_309
7,1,C,OK_309
7,1,D,OK_309
6,1,E,OK_309
6,1,F,OK_309
7,1,G,OK_309
5,1,H,OK_309
6,1,I,OK_309
6,1,J,OK_309
7,1,K,OK_309
5,1,L,OK_309
7,1,M,OK_309
7,1,N,OK_309
6,1,O,OK_309
7,1,P,OK_309
7,1,Q,OK_309
5,1,R,OK_309
6,1,S,OK_309
7,1,T,OK_309
7,1,U,OK_309
6,1,V,OK_309
5,1,W,OK_309
7,1,X,OK_309
7,1,Y,OK_309
5,1,Z,OK_309
7,1,AA,OK_309
6,1,AB,OK_309
6,1,AC,OK_309
6,1,AD,OK_309
5,1,AE,OK_309
7,1,AF,OK_309
5,1,AG,OK_309
6,1,AH,OK_309
7,1,AI,OK_309
5,1,AJ,OK_309
7,1,AK,OK_309
6,1,AL,OK_309
7,1,AM,OK_309
7,1,AN,OK_309
7,1,AO,OK_309
7,1,AP,OK_309
7,1,AQ,OK_309
7,1,AR,OK_309
7,1,AS,OK_309
7,1,AT,OK_309
7,1,AU,OK_309
7,1,AV,OK_309
6,1,AW,OK_309
7,1,AX,OK_309
6,1,AY,OK_309
7,1,AZ,OK_309
7,1,BA,OK_309
7,1,BB,OK_309
7,1,BC,OK_309
6,1,BD,OK_309
7,1,BE,OK_309
7,1,BF,OK_309
7,1,BG,OK_309
3,1,BH,OK_309
6,1,BI,OK_309
5,1,BJ,OK_309
6,1,BK,OK_309
7,1,BL,OK_309
7,1,BM,OK_309
5,1,BN,OK_309
5,1,BO,OK_309
3,1,BP,OK_309
7,1,BQ,OK_309
4,1,BR,OK_309
6,1,BS,OK_309
6,1,BT,OK_309
7,1,BU,OK_309
7,1,BV,OK_309
7,1,BW,OK_309
5,1,BX,OK_309
7,1,BY,OK_309
6,1,BZ,OK_309
5,1,CA,OK_309
7,1,CB,OK_309
7,1,CC,OK_309
7,1,CD,OK_309
6,1,CE,OK_309
7,1,CF,OK_309
7,1,CG,OK_309
7,1,CH,OK_309
6,1,CI,OK_309
6,1,CJ,OK_309
5,1,CK,OK_309
6,1,CL,OK_309
7,1,CM,OK_309
7,1,CN,OK_309
7,1,CO,OK_309
7,1,CP,OK_309
7,1,CQ,OK_309
7,1,CR,OK_309
6,1,CS,OK_309
5,1,CT,OK_309
6,1,CU,OK_309
6,1,CV,OK_309
7,1,CW,OK_309
7,1,CX,OK_309
6,1,CY,OK_309
6,1,CZ,OK_309
7,1,DA,OK_309
7,1,DB,OK_309
7,1,DC,OK_309
7,1,DD,OK_309
7,1,DE,OK_309
7,1,DF,OK_309
7,1,DG,OK_309
7,1,A,OK_310
7,1,B,OK_310
7,1,C,OK_310
7,1,D,OK_310
7,1,E,OK_310
7,1,F,OK_310
7,1,G,OK_310
7,1,H,OK_310
7,1,I,OK_310
7,1,J,OK_310
6,1,K,OK_310
5,1,L,OK_310
7,1,M,OK_310
7,1,N,OK_310
7,1,O,OK_310
7,1,P,OK_310
7,1,Q,OK_310
6,1,R,OK_310
7,1,S,OK_310
7,1,T,OK_310
7,1,U,OK_310
7,1,V,OK_310
6,1,W,OK_310
7,1,X,OK_310
7,1,Y,OK_310
7,1,Z,OK_310
7,1,AA,OK_310
6,1,AB,OK_310
7,1,AC,OK_310
7,1,AD,OK_310
6,1,AE,OK_310
7,1,AF,OK_310
5,1,AG,OK_310
7,1,AH,OK_310
7,1,AI,OK_310
7,1,AJ,OK_310
7,1,AK,OK_310
7,1,AL,OK_310
7,1,AM,OK_310
7,1,AN,OK_310
7,1,AO,OK_310
7,1,AP,OK_310
7,1,AQ,OK_310
7,1,AR,OK_310
7,1,AS,OK_310
7,1,AT,OK_310
7,1,AU,OK_310
7,1,AV,OK_310
7,1,AW,OK_310
7,1,AX,OK_310
7,1,AY,OK_310
7,1,AZ,OK_310
5,1,BA,OK_310
7,1,BB,OK_310
7,1,BC,OK_310
7,1,BD,OK_310
7,1,BE,OK_310
7,1,BF,OK_310
6,1,BG,OK_310
5,1,BH,OK_310
6,1,BI,OK_310
7,1,BJ,OK_310
6,1,BK,OK_310
7,1,BL,OK_310
7,1,BM,OK_310
7,1,BN,OK_310
7,1,BO,OK_310
7,1,BP,OK_310
7,1,BQ,OK_310
7,1,BR,OK_310
7,1,BS,OK_310
6,1,BT,OK_310
7,1,BU,OK_310
7,1,BV,OK_310
7,1,BW,OK_310
7,1,BX,OK_310
7,1,BY,OK_310
7,1,BZ,OK_310
5,1,CA,OK_310
7,1,CB,OK_310
7,1,CC,OK_310
7,1,CD,OK_310
7,1,CE,OK_310
7,1,CF,OK_310
7,1,CG,OK_310
7,1,CH,OK_310
7,1,CI,OK_310
6,1,CJ,OK_310
7,1,CK,OK_310
7,1,CL,OK_310
7,1,CM,OK_310
7,1,CN,OK_310
6,1,CO,OK_310
7,1,CP,OK_310
7,1,CQ,OK_310
7,1,CR,OK_310
6,1,CS,OK_310
7,1,CT,OK_310
7,1,CU,OK_310
7,1,CV,OK_310
7,1,CW,OK_310
7,1,CX,OK_310
7,1,CY,OK_310
6,1,CZ,OK_310
7,1,DA,OK_310
7,1,DB,OK_310
6,1,DC,OK_310
7,1,DD,OK_310
7,1,DE,OK_310
7,1,DF,OK_310
7,1,DG,OK_310
6,1,A,OK_311
7,1,B,OK_311
7,1,C,OK_311
7,1,D,OK_311
6,1,E,OK_311
7,1,F,OK_311
7,1,G,OK_311
5,1,H,OK_311
7,1,I,OK_311
7,1,J,OK_311
2,1,K,OK_311
1,1,L,OK_311
6,1,M,OK_311
7,1,N,OK_311
5,1,O,OK_311
6,1,P,OK_311
6,1,Q,OK_311
5,1,R,OK_311
5,1,S,OK_311
7,1,T,OK_311
6,1,U,OK_311
7,1,V,OK_311
7,1,W,OK_311
6,1,X,OK_311
7,1,Y,OK_311
7,1,Z,OK_311
5,1,AA,OK_311
7,1,AB,OK_311
6,1,AC,OK_311
7,1,AD,OK_311
5,1,AE,OK_311
7,1,AF,OK_311
7,1,AG,OK_311
7,1,AH,OK_311
7,1,AI,OK_311
3,1,AJ,OK_311
7,1,AK,OK_311
7,1,AL,OK_311
7,1,AM,OK_311
7,1,AN,OK_311
5,1,AO,OK_311
7,1,AP,OK_311
7,1,AQ,OK_311
7,1,AR,OK_311
6,1,AS,OK_311
6,1,AT,OK_311
7,1,AU,OK_311
7,1,AV,OK_311
4,1,AW,OK_311
7,1,AX,OK_311
6,1,AY,OK_311
6,1,AZ,OK_311
5,1,BA,OK_311
2,1,BB,OK_311
1,1,BC,OK_311
6,1,BD,OK_311
7,1,BE,OK_311
5,1,BF,OK_311
7,1,BG,OK_311
5,1,BH,OK_311
5,1,BI,OK_311
5,1,BJ,OK_311
4,1,BK,OK_311
3,1,BL,OK_311
7,1,BM,OK_311
7,1,BN,OK_311
3,1,BO,OK_311
